Mode,Line,Station,Trip purpose: Home-based work,Trip purpose: Home-based school,Trip purpose: Home-based social activity,Trip purpose: Home-based other,Trip purpose: Non-home-based,Count: Trip purpose,Trip frequency: 6-7 days a week,Trip frequency: 5 days a week,Trip frequency: 3-4 days a week,Trip frequency: 1-2 days a week,Trip frequency: 1-3 days a month,Trip frequency: Less than once a month,Count: Trip frequency,Fare: Monthly pass,Fare: Pay-per-ride,Fare: 1-day or 7-day LinkPass,Fare: Other,Count: Fare,Monthly pass type: Reduced-fare pass,Monthly pass type: Local Bus,Monthly pass type: LinkPass or Express Bus,Monthly pass type: Commuter rail or ferry,Count: Monthly pass type,Pay-per-ride type: Full cash fare on board,Pay-per-ride type: Reduced fare,Pay-per-ride type: mTicket (single/multi-ride),Pay-per-ride type: CharlieCard (plastic),Pay-per-ride type: CharlieTicket (paper),Count: Pay-per-ride type,Access to first MBTA service: Walked or bicycled,Access to first MBTA service: Drove alone,Access to first MBTA service: Carpooled,Access to first MBTA service: Dropped off by personal vehicle,Access to first MBTA service: Dropped off by other vehicle,Count: Access to first MBTA service,Previous transit mode: Bus or Silver Line,Previous transit mode: Rail rapid transit,Previous transit mode: Commuter rail or ferry,Count: Previous transit mode,Use alternative modes: Yes,Use alternative modes: No,Count: Use alternative modes,Alternative modes: Walk,Alternative modes: Bicycle,Alternative modes: Drive alone,Alternative modes: Drive or ride in a carpool,Alternative modes: Take a taxi or use a rideshare company,Alternative modes: Take a private shuttle or other transit,Alternative modes: Take a different MBTA service,Alternative modes: Other,Count: Alternative modes,Usable household vehicles: 0,Usable household vehicles: 1,Usable household vehicles: 2,Usable household vehicles: 3 or more,Count: Usable household vehicles,Vehicles per capita: None,Vehicles per capita: 0.01-0.49,Vehicles per capita: 0.50-0.99,Vehicles per capita: 1.00-1.49,Vehicles per capita: 1.50-1.99,Vehicles per capita: 2 or more,Count: Vehicles per capita,Valid driver's license: Yes,Valid driver's license: No,Count: Valid driver's license,"Household income: Less than $14,500","Household income: $14,500 to $28,999","Household income: $29,000 to $43,499","Household income: $43,500 to $57,999","Household income: $58,000 to $75,999","Household income: $76,000 to $108,499","Household income: $108,500 to $151,999","Household income: $152,000 or more",Household income: Prefer not to say,Count: Household income,Low-income classification: Yes,Low-income classification: No,Count: Low-income classification,Race: American Indian or Alaska Native,Race: Asian,Race: Black or African American,Race: Native Hawaiian or other Pacific Islander,Race: White,Race: Other,Race: Prefer not to say,Count: Race,Hispanic or Latino/Latina: Yes,Hispanic or Latino/Latina: No,Hispanic or Latino/Latina: Prefer not to say,Count: Hispanic or Latino/Latina,Minority classification: Yes,Minority classification: No,Count: Minority classification,Age: Under 18,Age: 18 to 21,Age: 22 to 34,Age: 35 to 44,Age: 45 to 64,Age: 65 or over,Count: Age,Gender: Man,Gender: Woman,Gender: Other,Gender: Prefer not to say,Count: Gender,Ability to understand English: Always,Ability to understand English: Often,Ability to understand English: Sometimes,Ability to understand English: Never,Ability to understand English: Prefer not to say,Count: Ability to understand English
Commuter Rail,Providence/Stoughton Line,Mansfield,1869.0,52.0,13.0,13.0,26.0,153.0,39.0,1547.0,284.0,77.0,64.0,26.0,158.0,1612.0,335.0,0.0,26.0,153.0,0.0,0.0,13.0,1585.0,124.0,39.0,39.0,155.0,0.0,103.0,26.0,400.0,1173.0,90.0,309.0,52.0,157.0,0.0,0.0,0.0,0.0,812.0,1199.0,156.0,0.0,0.0,464.0,206.0,0.0,13.0,271.0,0.0,64.0,52.0,361.0,1044.0,529.0,154.0,52.0,155.0,928.0,761.0,52.0,0.0,151.0,1973.0,64.0,158.0,0.0,39.0,26.0,64.0,129.0,309.0,490.0,529.0,425.0,156.0,64.0,1521.0,123.0,0.0,77.0,39.0,0.0,1676.0,39.0,155.0,153.0,103.0,1728.0,142.0,153.0,219.0,1586.0,140.0,13.0,52.0,580.0,387.0,980.0,13.0,157.0,670.0,1276.0,0.0,64.0,156.0,2011.0,13.0,0.0,0.0,0.0,157.0
Commuter Rail,Providence/Stoughton Line,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commuter Rail,Providence/Stoughton Line,Ruggles,762.0,48.0,10.0,0.0,48.0,91.0,38.0,600.0,190.0,19.0,38.0,19.0,95.0,743.0,105.0,0.0,57.0,95.0,0.0,0.0,0.0,743.0,78.0,0.0,19.0,48.0,0.0,39.0,11.0,419.0,0.0,0.0,0.0,277.0,73.0,124.0,86.0,0.0,22.0,390.0,476.0,91.0,0.0,10.0,190.0,48.0,0.0,38.0,171.0,0.0,42.0,57.0,190.0,543.0,95.0,93.0,48.0,76.0,276.0,381.0,10.0,19.0,85.0,876.0,29.0,95.0,10.0,10.0,38.0,10.0,67.0,190.0,162.0,162.0,238.0,93.0,57.0,590.0,68.0,19.0,29.0,19.0,0.0,733.0,19.0,95.0,94.0,57.0,743.0,76.0,92.0,114.0,676.0,83.0,0.0,38.0,162.0,152.0,495.0,57.0,95.0,248.0,590.0,0.0,57.0,94.0,895.0,0.0,0.0,0.0,10.0,95.0
Commuter Rail,Providence/Stoughton Line,Sharon,1157.0,38.0,13.0,25.0,38.0,101.0,38.0,868.0,252.0,75.0,25.0,25.0,102.0,1044.0,164.0,0.0,50.0,100.0,0.0,0.0,0.0,1044.0,83.0,0.0,25.0,38.0,0.0,100.0,13.0,277.0,704.0,63.0,252.0,0.0,103.0,0.0,0.0,0.0,0.0,516.0,755.0,101.0,0.0,50.0,302.0,113.0,0.0,0.0,126.0,0.0,41.0,13.0,302.0,654.0,289.0,100.0,13.0,201.0,579.0,365.0,38.0,0.0,95.0,1233.0,38.0,101.0,0.0,13.0,25.0,38.0,88.0,126.0,164.0,440.0,365.0,100.0,38.0,855.0,71.0,13.0,113.0,38.0,0.0,1044.0,13.0,63.0,101.0,13.0,1157.0,63.0,98.0,176.0,994.0,93.0,13.0,50.0,164.0,277.0,667.0,101.0,101.0,579.0,667.0,0.0,13.0,100.0,1258.0,0.0,0.0,0.0,0.0,100.0
Commuter Rail,Providence/Stoughton Line,South Attleboro,978.0,38.0,0.0,51.0,25.0,87.0,25.0,828.0,213.0,63.0,0.0,38.0,93.0,790.0,263.0,0.0,63.0,89.0,0.0,0.0,0.0,790.0,63.0,13.0,63.0,75.0,0.0,113.0,21.0,63.0,853.0,63.0,188.0,38.0,96.0,0.0,0.0,0.0,0.0,452.0,677.0,90.0,0.0,13.0,238.0,88.0,13.0,13.0,125.0,0.0,35.0,38.0,263.0,627.0,251.0,94.0,38.0,38.0,539.0,464.0,38.0,38.0,92.0,1116.0,63.0,94.0,13.0,25.0,38.0,88.0,113.0,251.0,251.0,226.0,150.0,92.0,75.0,928.0,80.0,13.0,13.0,63.0,0.0,966.0,63.0,50.0,92.0,113.0,1003.0,38.0,92.0,201.0,878.0,86.0,25.0,50.0,238.0,150.0,615.0,100.0,94.0,389.0,778.0,0.0,13.0,94.0,1166.0,0.0,0.0,0.0,13.0,94.0
Commuter Rail,Providence/Stoughton Line,South Station,5943.0,129.0,26.0,232.0,245.0,510.0,155.0,4770.0,1083.0,335.0,116.0,232.0,519.0,5144.0,1147.0,0.0,129.0,498.0,0.0,0.0,13.0,5118.0,398.0,116.0,90.0,425.0,0.0,515.0,89.0,3442.0,26.0,0.0,0.0,91.0,276.0,452.0,2475.0,232.0,245.0,2643.0,3906.0,508.0,13.0,64.0,1444.0,413.0,77.0,116.0,902.0,0.0,204.0,348.0,1599.0,3120.0,1547.0,513.0,322.0,593.0,2913.0,2308.0,206.0,52.0,496.0,6278.0,348.0,514.0,26.0,90.0,180.0,284.0,567.0,993.0,1289.0,1895.0,1263.0,511.0,297.0,5028.0,413.0,77.0,348.0,284.0,26.0,5440.0,155.0,425.0,515.0,180.0,5904.0,374.0,501.0,877.0,5092.0,463.0,52.0,90.0,1779.0,1354.0,3146.0,206.0,514.0,2746.0,3726.0,0.0,155.0,514.0,6562.0,26.0,0.0,0.0,26.0,513.0
Commuter Rail,Providence/Stoughton Line,Stoughton,741.0,24.0,0.0,24.0,60.0,71.0,0.0,717.0,84.0,36.0,12.0,12.0,72.0,681.0,131.0,0.0,36.0,71.0,0.0,0.0,0.0,681.0,57.0,48.0,24.0,36.0,0.0,24.0,11.0,263.0,442.0,12.0,143.0,12.0,73.0,0.0,0.0,0.0,0.0,346.0,514.0,72.0,0.0,12.0,179.0,60.0,0.0,0.0,167.0,0.0,28.0,36.0,263.0,406.0,131.0,70.0,24.0,72.0,323.0,346.0,48.0,0.0,68.0,776.0,72.0,71.0,12.0,24.0,12.0,24.0,96.0,191.0,191.0,155.0,143.0,71.0,48.0,657.0,59.0,12.0,24.0,84.0,0.0,669.0,12.0,72.0,71.0,48.0,681.0,72.0,67.0,143.0,597.0,62.0,12.0,12.0,203.0,143.0,394.0,84.0,71.0,311.0,490.0,0.0,48.0,71.0,824.0,12.0,0.0,0.0,12.0,71.0
Commuter Rail,Providence/Stoughton Line,T.F. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commuter Rail,Providence/Stoughton Line,Wickford Junction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commuter Rail,Worcester Line,Auburndale to Newtonville,840.0,24.0,24.0,0.0,12.0,76.0,24.0,580.0,177.0,59.0,35.0,35.0,77.0,509.0,319.0,0.0,35.0,73.0,12.0,0.0,0.0,496.0,43.0,24.0,24.0,130.0,0.0,142.0,27.0,627.0,166.0,24.0,35.0,24.0,74.0,35.0,0.0,0.0,3.0,639.0,248.0,75.0,0.0,24.0,260.0,106.0,83.0,12.0,414.0,0.0,56.0,47.0,260.0,544.0,47.0,76.0,47.0,142.0,402.0,260.0,24.0,0.0,74.0,781.0,118.0,76.0,12.0,0.0,47.0,12.0,95.0,83.0,59.0,308.0,296.0,77.0,59.0,556.0,52.0,0.0,106.0,0.0,0.0,722.0,12.0,71.0,77.0,24.0,805.0,47.0,74.0,130.0,674.0,68.0,35.0,0.0,237.0,213.0,390.0,35.0,77.0,402.0,485.0,0.0,24.0,77.0,899.0,12.0,0.0,0.0,0.0,77.0
Commuter Rail,Worcester Line,Back Bay,2460.0,72.0,24.0,120.0,60.0,229.0,48.0,1827.0,549.0,155.0,72.0,143.0,234.0,1922.0,669.0,0.0,84.0,224.0,12.0,0.0,0.0,1911.0,161.0,48.0,72.0,275.0,0.0,275.0,56.0,1636.0,24.0,12.0,0.0,12.0,141.0,107.0,1015.0,12.0,95.0,1182.0,1576.0,231.0,0.0,12.0,752.0,191.0,24.0,12.0,406.0,0.0,100.0,215.0,549.0,1600.0,406.0,232.0,215.0,287.0,1075.0,1027.0,60.0,12.0,224.0,2603.0,191.0,234.0,12.0,36.0,119.0,107.0,227.0,442.0,490.0,681.0,621.0,229.0,167.0,1946.0,177.0,24.0,299.0,84.0,0.0,2161.0,48.0,191.0,232.0,155.0,2376.0,179.0,227.0,537.0,1982.0,211.0,12.0,48.0,872.0,573.0,1146.0,143.0,234.0,1146.0,1564.0,0.0,72.0,233.0,2699.0,72.0,0.0,0.0,12.0,233.0
Commuter Rail,Worcester Line,Boston Landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commuter Rail,Worcester Line,Framingham,1085.0,0.0,11.0,55.0,33.0,109.0,22.0,890.0,195.0,22.0,43.0,43.0,112.0,879.0,239.0,0.0,0.0,103.0,11.0,0.0,0.0,868.0,81.0,11.0,22.0,76.0,0.0,130.0,22.0,261.0,651.0,22.0,206.0,86.0,113.0,0.0,0.0,0.0,0.0,391.0,781.0,108.0,0.0,11.0,195.0,87.0,11.0,0.0,130.0,0.0,37.0,141.0,195.0,738.0,119.0,110.0,141.0,130.0,477.0,423.0,0.0,0.0,108.0,1107.0,87.0,110.0,33.0,33.0,54.0,11.0,108.0,206.0,228.0,325.0,184.0,109.0,119.0,879.0,92.0,0.0,76.0,33.0,11.0,966.0,54.0,54.0,107.0,76.0,1009.0,76.0,107.0,195.0,890.0,100.0,0.0,11.0,488.0,239.0,423.0,54.0,112.0,597.0,564.0,11.0,11.0,109.0,1183.0,0.0,0.0,11.0,0.0,110.0
Commuter Rail,Worcester Line,Grafton and Westborough,875.0,26.0,0.0,39.0,51.0,77.0,13.0,682.0,219.0,39.0,13.0,26.0,77.0,772.0,244.0,0.0,26.0,81.0,0.0,0.0,0.0,772.0,60.0,26.0,13.0,129.0,0.0,77.0,19.0,77.0,746.0,39.0,180.0,13.0,82.0,0.0,0.0,0.0,0.0,412.0,566.0,76.0,0.0,13.0,283.0,64.0,26.0,0.0,64.0,0.0,33.0,64.0,129.0,605.0,193.0,77.0,64.0,39.0,450.0,347.0,26.0,13.0,73.0,965.0,26.0,77.0,39.0,0.0,39.0,13.0,129.0,142.0,154.0,206.0,244.0,75.0,77.0,643.0,56.0,0.0,142.0,13.0,0.0,720.0,13.0,77.0,75.0,51.0,849.0,51.0,74.0,206.0,695.0,70.0,0.0,26.0,309.0,270.0,373.0,13.0,77.0,463.0,502.0,0.0,26.0,77.0,965.0,26.0,0.0,0.0,0.0,77.0
Commuter Rail,Worcester Line,Natick Center,698.0,14.0,0.0,7.0,14.0,102.0,0.0,503.0,144.0,58.0,0.0,29.0,102.0,525.0,187.0,0.0,0.0,99.0,0.0,0.0,0.0,525.0,73.0,0.0,29.0,94.0,0.0,65.0,26.0,446.0,108.0,14.0,115.0,50.0,102.0,0.0,0.0,0.0,0.0,302.0,417.0,100.0,0.0,0.0,245.0,36.0,0.0,0.0,72.0,7.0,41.0,36.0,201.0,403.0,94.0,102.0,36.0,72.0,360.0,245.0,0.0,0.0,99.0,712.0,22.0,102.0,0.0,7.0,22.0,36.0,43.0,101.0,144.0,223.0,151.0,101.0,29.0,547.0,80.0,7.0,72.0,29.0,7.0,575.0,22.0,29.0,102.0,29.0,640.0,29.0,97.0,129.0,539.0,93.0,7.0,7.0,237.0,158.0,280.0,43.0,102.0,338.0,396.0,0.0,0.0,102.0,726.0,7.0,0.0,0.0,0.0,102.0
Commuter Rail,Worcester Line,South Station,4157.0,20.0,69.0,168.0,119.0,459.0,69.0,3041.0,987.0,188.0,128.0,207.0,468.0,3130.0,1185.0,0.0,79.0,445.0,0.0,0.0,0.0,3130.0,317.0,49.0,99.0,454.0,0.0,582.0,120.0,2745.0,20.0,10.0,0.0,59.0,287.0,286.0,1353.0,168.0,183.0,1945.0,2587.0,459.0,0.0,69.0,1155.0,365.0,89.0,49.0,602.0,0.0,199.0,296.0,1057.0,2557.0,691.0,466.0,267.0,494.0,2034.0,1550.0,89.0,10.0,450.0,4394.0,217.0,467.0,39.0,49.0,128.0,168.0,296.0,671.0,790.0,1530.0,889.0,462.0,217.0,3456.0,372.0,10.0,464.0,89.0,10.0,3643.0,148.0,237.0,460.0,178.0,3940.0,257.0,443.0,741.0,3337.0,413.0,10.0,49.0,1540.0,1096.0,1669.0,257.0,468.0,2330.0,2172.0,0.0,79.0,464.0,4503.0,30.0,30.0,10.0,20.0,465.0
Commuter Rail,Worcester Line,Southborough and Ashland,1047.0,21.0,10.0,20.0,41.0,109.0,0.0,785.0,325.0,31.0,10.0,10.0,111.0,1005.0,115.0,0.0,10.0,108.0,0.0,0.0,0.0,1006.0,96.0,10.0,0.0,52.0,0.0,52.0,11.0,199.0,754.0,63.0,157.0,0.0,112.0,0.0,0.0,0.0,0.0,461.0,712.0,112.0,0.0,21.0,314.0,73.0,0.0,0.0,115.0,0.0,44.0,21.0,147.0,744.0,251.0,111.0,21.0,115.0,555.0,408.0,21.0,0.0,107.0,1163.0,10.0,112.0,10.0,0.0,10.0,31.0,63.0,189.0,230.0,398.0,220.0,110.0,21.0,911.0,89.0,0.0,147.0,21.0,0.0,869.0,21.0,115.0,110.0,10.0,1016.0,84.0,106.0,178.0,806.0,94.0,0.0,21.0,513.0,251.0,356.0,31.0,112.0,545.0,566.0,10.0,52.0,112.0,1152.0,0.0,0.0,0.0,21.0,112.0
Commuter Rail,Worcester Line,Wellesley Square to Wellesley Farms,1207.0,12.0,0.0,47.0,12.0,109.0,23.0,844.0,270.0,59.0,47.0,59.0,111.0,715.0,445.0,0.0,47.0,103.0,0.0,0.0,0.0,715.0,61.0,12.0,59.0,188.0,0.0,188.0,38.0,516.0,516.0,47.0,199.0,23.0,111.0,0.0,0.0,0.0,0.0,657.0,633.0,110.0,0.0,23.0,363.0,164.0,23.0,23.0,188.0,0.0,56.0,59.0,223.0,739.0,270.0,110.0,47.0,164.0,563.0,399.0,70.0,0.0,106.0,1266.0,35.0,111.0,12.0,12.0,35.0,23.0,23.0,106.0,188.0,598.0,293.0,110.0,59.0,938.0,85.0,0.0,106.0,0.0,0.0,1102.0,47.0,59.0,110.0,70.0,1067.0,82.0,104.0,176.0,950.0,96.0,12.0,0.0,152.0,305.0,668.0,164.0,111.0,621.0,645.0,0.0,23.0,110.0,1243.0,12.0,23.0,0.0,12.0,110.0
Commuter Rail,Worcester Line,West Natick,936.0,25.0,12.0,12.0,25.0,82.0,37.0,739.0,197.0,74.0,12.0,0.0,86.0,714.0,271.0,0.0,12.0,81.0,0.0,0.0,0.0,715.0,58.0,12.0,37.0,49.0,0.0,172.0,22.0,640.0,222.0,12.0,148.0,25.0,85.0,0.0,0.0,0.0,0.0,406.0,591.0,81.0,0.0,12.0,246.0,123.0,25.0,49.0,123.0,0.0,35.0,49.0,419.0,505.0,74.0,85.0,37.0,86.0,394.0,456.0,12.0,12.0,81.0,960.0,74.0,84.0,12.0,0.0,49.0,99.0,49.0,185.0,197.0,246.0,209.0,85.0,62.0,776.0,68.0,0.0,135.0,49.0,0.0,776.0,37.0,49.0,84.0,25.0,924.0,74.0,83.0,197.0,727.0,75.0,0.0,25.0,394.0,259.0,320.0,49.0,85.0,431.0,603.0,0.0,12.0,85.0,997.0,25.0,12.0,0.0,0.0,84.0
Commuter Rail,Worcester Line,Worcester,793.0,54.0,54.0,150.0,43.0,102.0,21.0,547.0,247.0,96.0,64.0,161.0,106.0,643.0,343.0,0.0,54.0,97.0,0.0,0.0,0.0,643.0,60.0,43.0,22.0,172.0,0.0,107.0,32.0,182.0,450.0,11.0,354.0,150.0,107.0,0.0,0.0,0.0,0.0,482.0,654.0,106.0,0.0,11.0,311.0,129.0,54.0,32.0,32.0,0.0,45.0,182.0,354.0,397.0,193.0,105.0,172.0,150.0,375.0,343.0,43.0,0.0,101.0,933.0,193.0,105.0,43.0,32.0,86.0,54.0,75.0,279.0,257.0,172.0,129.0,105.0,161.0,836.0,93.0,0.0,107.0,32.0,0.0,911.0,11.0,75.0,105.0,64.0,975.0,75.0,104.0,204.0,836.0,97.0,11.0,43.0,472.0,214.0,354.0,43.0,106.0,600.0,493.0,0.0,32.0,105.0,1104.0,21.0,11.0,0.0,0.0,106.0
Commuter Rail,Worcester Line,Yawkey,963.0,11.0,11.0,33.0,43.0,98.0,11.0,768.0,216.0,65.0,11.0,11.0,100.0,931.0,119.0,0.0,11.0,98.0,0.0,0.0,0.0,931.0,86.0,11.0,0.0,54.0,0.0,54.0,11.0,746.0,0.0,0.0,0.0,238.0,91.0,32.0,54.0,0.0,8.0,530.0,552.0,100.0,0.0,22.0,270.0,108.0,11.0,22.0,173.0,11.0,49.0,65.0,314.0,563.0,141.0,100.0,65.0,141.0,454.0,335.0,43.0,0.0,96.0,1017.0,54.0,99.0,22.0,0.0,54.0,22.0,87.0,249.0,184.0,249.0,206.0,99.0,76.0,790.0,80.0,0.0,108.0,11.0,11.0,855.0,22.0,76.0,99.0,22.0,985.0,54.0,98.0,151.0,833.0,91.0,0.0,43.0,379.0,238.0,390.0,32.0,100.0,454.0,584.0,22.0,22.0,100.0,1082.0,0.0,0.0,0.0,0.0,100.0
Rail Rapid Transit,Blue Line,Airport,3140.0,287.0,251.0,1451.0,1020.0,170.0,1017.0,2196.0,543.0,435.0,398.0,1817.0,177.0,4011.0,1701.0,399.0,36.0,170.0,433.0,0.0,3216.0,325.0,110.0,0.0,73.0,0.0,1412.0,216.0,47.0,3963.0,108.0,0.0,72.0,1932.0,168.0,109.0,37.0,0.0,4.0,2573.0,3758.0,175.0,327.0,108.0,470.0,544.0,908.0,218.0,1089.0,37.0,71.0,2208.0,2746.0,1088.0,254.0,174.0,2062.0,904.0,2061.0,906.0,37.0,107.0,168.0,5211.0,1194.0,177.0,471.0,471.0,687.0,725.0,835.0,1081.0,832.0,432.0,651.0,171.0,1629.0,3906.0,153.0,37.0,288.0,549.0,0.0,4155.0,1014.0,327.0,169.0,1413.0,4555.0,219.0,171.0,2213.0,3684.0,163.0,36.0,616.0,3038.0,867.0,1487.0,325.0,176.0,3477.0,2856.0,0.0,0.0,175.0,6077.0,145.0,37.0,37.0,0.0,174.0
Rail Rapid Transit,Blue Line,Aquarium,3770.0,0.0,392.0,279.0,274.0,200.0,273.0,3019.0,752.0,222.0,284.0,296.0,205.0,3444.0,1077.0,86.0,52.0,198.0,211.0,0.0,2239.0,994.0,143.0,0.0,165.0,0.0,843.0,69.0,47.0,3763.0,0.0,17.0,17.0,57.0,176.0,40.0,0.0,941.0,27.0,2579.0,2198.0,201.0,205.0,52.0,781.0,398.0,449.0,143.0,1360.0,34.0,109.0,929.0,1930.0,1645.0,382.0,206.0,872.0,580.0,1362.0,1884.0,96.0,0.0,202.0,4424.0,478.0,207.0,120.0,131.0,342.0,347.0,610.0,809.0,683.0,1029.0,757.0,204.0,593.0,3479.0,173.0,34.0,153.0,273.0,34.0,4065.0,263.0,96.0,201.0,490.0,4191.0,91.0,202.0,894.0,3735.0,195.0,57.0,165.0,1522.0,819.0,1992.0,365.0,208.0,1782.0,3103.0,0.0,17.0,207.0,4851.0,34.0,0.0,0.0,0.0,206.0
Rail Rapid Transit,Blue Line,Beachmont,2027.0,160.0,21.0,171.0,268.0,171.0,329.0,1865.0,301.0,160.0,70.0,70.0,178.0,2363.0,591.0,172.0,21.0,186.0,200.0,0.0,2093.0,70.0,136.0,0.0,90.0,0.0,501.0,0.0,35.0,1379.0,508.0,41.0,252.0,41.0,141.0,937.0,0.0,0.0,46.0,1420.0,1627.0,180.0,201.0,10.0,283.0,319.0,198.0,31.0,767.0,10.0,78.0,910.0,1250.0,714.0,223.0,185.0,900.0,422.0,954.0,573.0,21.0,0.0,174.0,2370.0,749.0,187.0,141.0,368.0,362.0,221.0,512.0,463.0,440.0,201.0,381.0,184.0,872.0,1836.0,162.0,41.0,160.0,103.0,10.0,2265.0,311.0,329.0,179.0,583.0,2255.0,229.0,182.0,845.0,1844.0,164.0,0.0,129.0,1227.0,344.0,1275.0,154.0,188.0,1029.0,1971.0,0.0,108.0,186.0,2988.0,31.0,80.0,0.0,10.0,186.0
Rail Rapid Transit,Blue Line,Bowdoin,1547.0,33.0,38.0,159.0,256.0,266.0,119.0,1402.0,213.0,159.0,89.0,89.0,270.0,1617.0,419.0,47.0,5.0,270.0,143.0,0.0,1274.0,195.0,213.0,0.0,19.0,0.0,400.0,0.0,49.0,1808.0,5.0,0.0,5.0,0.0,248.0,5.0,220.0,61.0,25.0,995.0,1037.0,262.0,70.0,23.0,312.0,248.0,188.0,19.0,504.0,5.0,115.0,577.0,731.0,600.0,208.0,272.0,545.0,299.0,530.0,620.0,14.0,5.0,258.0,1750.0,366.0,272.0,84.0,159.0,236.0,181.0,241.0,473.0,213.0,193.0,317.0,268.0,479.0,1301.0,225.0,10.0,62.0,217.0,5.0,1618.0,115.0,95.0,270.0,297.0,1691.0,76.0,261.0,552.0,1411.0,244.0,5.0,56.0,771.0,323.0,818.0,139.0,271.0,713.0,1333.0,5.0,24.0,271.0,2079.0,5.0,0.0,0.0,10.0,271.0
Rail Rapid Transit,Blue Line,Government Center,10112.0,588.0,863.0,1820.0,1089.0,318.0,1484.0,8643.0,2280.0,1092.0,503.0,1725.0,345.0,10322.0,3218.0,1334.0,213.0,330.0,2126.0,0.0,7439.0,756.0,219.0,0.0,558.0,0.0,2409.0,250.0,73.0,2063.0,0.0,0.0,18.0,0.0,67.0,89.0,13904.0,0.0,282.0,7546.0,7370.0,329.0,762.0,417.0,2034.0,1393.0,1658.0,33.0,3360.0,0.0,154.0,5427.0,6816.0,2813.0,604.0,343.0,4994.0,3152.0,3458.0,2702.0,18.0,33.0,314.0,11340.0,4292.0,344.0,1377.0,1398.0,2219.0,1685.0,1816.0,2169.0,1229.0,1084.0,2552.0,340.0,4993.0,7984.0,289.0,161.0,581.0,1677.0,0.0,10059.0,1944.0,929.0,324.0,3746.0,10604.0,762.0,331.0,5800.0,8288.0,310.0,228.0,592.0,5376.0,2011.0,5167.0,2320.0,344.0,7512.0,7727.0,0.0,484.0,344.0,14508.0,740.0,228.0,33.0,146.0,342.0
Rail Rapid Transit,Blue Line,Maverick,6754.0,590.0,513.0,1080.0,568.0,308.0,1080.0,6222.0,1035.0,898.0,490.0,403.0,326.0,7292.0,1658.0,862.0,120.0,320.0,1168.0,0.0,5795.0,328.0,232.0,0.0,164.0,0.0,1430.0,65.0,55.0,5174.0,120.0,55.0,87.0,209.0,179.0,4385.0,0.0,0.0,147.0,4979.0,4800.0,316.0,820.0,252.0,1149.0,698.0,1266.0,186.0,1722.0,77.0,153.0,4583.0,3910.0,1178.0,217.0,318.0,4333.0,1978.0,1997.0,1113.0,22.0,0.0,302.0,6560.0,3426.0,321.0,820.0,951.0,1277.0,1122.0,1265.0,1385.0,1003.0,405.0,1616.0,319.0,3047.0,5180.0,269.0,262.0,393.0,960.0,22.0,6626.0,1625.0,393.0,314.0,3112.0,6591.0,263.0,317.0,4532.0,5063.0,306.0,338.0,590.0,5022.0,1123.0,2237.0,600.0,319.0,3906.0,5971.0,0.0,77.0,321.0,9507.0,262.0,175.0,0.0,22.0,320.0
Rail Rapid Transit,Blue Line,Revere Beach,2178.0,134.0,137.0,277.0,274.0,74.0,107.0,1988.0,544.0,164.0,220.0,0.0,77.0,2261.0,631.0,298.0,0.0,79.0,325.0,0.0,1854.0,83.0,57.0,0.0,0.0,0.0,631.0,0.0,13.0,2595.0,134.0,167.0,54.0,0.0,70.0,241.0,0.0,0.0,9.0,1559.0,1327.0,74.0,164.0,27.0,550.0,247.0,137.0,110.0,655.0,0.0,35.0,842.0,1833.0,324.0,80.0,77.0,652.0,681.0,821.0,434.0,0.0,0.0,65.0,2047.0,1032.0,77.0,244.0,381.0,464.0,244.0,330.0,628.0,134.0,137.0,491.0,76.0,1089.0,1473.0,64.0,27.0,357.0,461.0,54.0,1741.0,298.0,110.0,75.0,515.0,2455.0,83.0,76.0,1333.0,1553.0,74.0,193.0,27.0,1285.0,461.0,1006.0,80.0,76.0,1148.0,1821.0,0.0,27.0,76.0,2865.0,107.0,80.0,0.0,27.0,77.0
